customer_id,country,signup_date,email,total_spend_eur,avg_transaction_value,transaction_frequency,last_tx_date,recency_days,high_ticket_user,cross_border_count
500,FI,2023-01-26,user499@example.com,1516.06232,52.27801103448276,29,2020-12-09 22:40:00,3,False,18
501,DK,2022-09-16,user500@example.com,1360.74362,54.4297448,25,2020-12-09 20:32:00,3,False,22
502,SE,2021-07-02,user501@example.com,821.46178,63.18936769230769,13,2020-11-11 23:19:00,31,False,12
503,SE,2020-05-07,user502@example.com,931.06609,46.5533045,20,2020-12-07 10:20:00,5,False,13
504,FI,2020-04-09,user503@example.com,892.6539,49.591883333333335,18,2020-11-26 05:32:00,16,False,10
505,DK,2019-04-19,user504@example.com,1454.11844,45.44120125,32,2020-12-13 03:51:00,0,False,28
506,SE,2021-01-08,user505@example.com,687.26296,38.18127555555556,18,2020-12-09 12:10:00,3,False,13
507,FI,2023-10-28,user506@example.com,1053.19019,40.507315,26,2020-12-07 09:45:00,5,False,18
508,DK,2019-03-02,user507@example.com,1200.44049,57.16383285714286,21,2020-10-27 05:20:00,46,False,19
509,FI,2020-01-23,user508@example.com,785.06829,49.066768125,16,2020-12-09 01:52:00,4,False,9
510,NO,2020-11-25,user509@example.com,924.18024,38.50751,24,2020-11-15 20:23:00,27,False,18
511,SE,2022-08-07,user510@example.com,666.29303,33.314651500000004,20,2020-12-10 17:32:00,2,False,14
512,NO,2021-12-06,user511@example.com,662.91881,34.89046368421052,19,2020-12-01 22:52:00,11,False,15
513,DK,2022-05-25,user512@example.com,1821.93813,55.210246363636365,33,2020-12-09 11:34:00,3,False,30
514,NO,2019-06-30,user513@example.com,1534.72524,54.811615714285715,28,2020-12-01 06:19:00,11,False,24
515,NO,2022-05-31,user514@example.com,1093.07178,39.03827785714286,28,2020-12-04 15:14:00,8,False,20
516,DK,2020-11-29,user515@example.com,991.29865,39.651945999999995,25,2020-12-02 01:09:00,11,False,21
517,FI,2019-03-19,user516@example.com,887.14768,35.4859072,25,2020-10-14 15:45:00,59,False,17
518,NO,2021-10-31,user517@example.com,795.51232,36.159650909090914,22,2020-12-11 07:52:00,1,False,18
519,FI,2021-05-07,user518@example.com,1122.20392,51.009269090909086,22,2020-12-01 03:31:00,12,False,13
520,NO,2022-06-25,user519@example.com,948.19773,45.152272857142854,21,2020-11-27 23:11:00,15,False,16
521,FI,2021-01-05,user520@example.com,958.1596199999999,47.90798099999999,20,2020-12-03 23:20:00,9,False,13
522,DK,2021-10-19,user521@example.com,1072.16171,35.73872366666667,30,2020-12-10 06:26:00,2,False,23
523,NO,2023-05-27,user522@example.com,1382.73157,49.383270357142855,28,2020-12-09 12:40:00,3,False,19
524,DK,2023-08-15,user523@example.com,1562.08473,52.069491,30,2020-12-08 14:05:00,4,False,23
525,NO,2023-11-12,user524@example.com,929.95255,46.4976275,20,2020-12-02 03:52:00,11,False,15
526,DK,2020-10-19,user525@example.com,935.65489,51.980827222222224,18,2020-11-12 12:10:00,30,False,13
527,DK,2022-01-01,user526@example.com,1111.61936,58.50628210526315,19,2020-12-12 05:45:00,0,False,18
528,NO,2021-04-11,user527@example.com,917.7127300000001,31.64526655172414,29,2020-12-13 03:18:00,0,False,23
529,NO,2020-06-08,user528@example.com,1474.04657,54.59431740740741,27,2020-12-06 00:40:00,7,False,23
530,NO,2019-06-19,user529@example.com,1020.26804,37.78770518518519,27,2020-12-07 08:46:00,5,False,21
531,SE,2019-08-20,user530@example.com,1192.60156,41.12419172413793,29,2020-12-01 06:51:00,11,False,24
532,FI,2021-06-09,user531@example.com,2140.47619,64.86291484848485,33,2020-12-04 23:06:00,8,False,14
533,SE,2021-07-18,user532@example.com,1272.62248,43.883533793103446,29,2020-12-12 03:41:00,1,False,24
534,SE,2019-06-25,user533@example.com,1404.6253,50.165189285714284,28,2020-10-10 18:56:00,63,False,19
535,DK,2020-03-02,user534@example.com,1117.56009,46.565003749999995,24,2020-12-10 17:51:00,2,False,16
536,NO,2019-08-11,user535@example.com,1181.1084,47.244336000000004,25,2020-12-05 22:41:00,7,False,20
537,FI,2022-02-24,user536@example.com,1280.45516,47.424265185185185,27,2020-11-28 07:04:00,14,False,17
538,DK,2020-01-02,user537@example.com,1211.68739,48.4674956,25,2020-12-11 08:13:00,1,False,21
539,SE,2019-07-16,user538@example.com,1022.1191,48.672338095238096,21,2020-11-04 08:23:00,38,False,18
540,NO,2021-01-25,user539@example.com,1465.42645,52.336658928571424,28,2020-12-11 03:46:00,2,False,24
541,DK,2022-01-02,user540@example.com,1653.70082,63.60387769230769,26,2020-12-06 07:44:00,6,False,18
542,NO,2022-12-29,user541@example.com,1051.82656,42.0730624,25,2020-11-23 03:47:00,20,False,21
543,DK,2021-12-01,user542@example.com,925.30691,40.230735217391306,23,2020-11-14 02:09:00,29,False,15
544,NO,2021-02-03,user543@example.com,1443.06631,55.50255038461538,26,2020-12-12 06:45:00,0,False,23
545,SE,2020-06-10,user544@example.com,966.54231,35.79786333333333,27,2020-12-10 17:51:00,2,False,19
546,FI,2021-03-31,user545@example.com,1241.9526,51.748025000000005,24,2020-12-08 08:14:00,4,False,14
547,SE,2022-10-20,user546@example.com,1205.20718,43.04311357142858,28,2020-11-26 20:01:00,16,False,24
548,FI,2019-04-12,user547@example.com,1187.49439,69.85261117647059,17,2020-12-12 09:24:00,0,False,6
549,NO,2021-03-29,user548@example.com,708.4731400000001,37.28806,19,2020-11-21 23:27:00,21,False,16
550,DK,2022-10-27,user549@example.com,1235.81332,65.04280631578948,19,2020-11-06 11:28:00,36,False,18
551,SE,2022-09-27,user550@example.com,980.78314,37.72242846153846,26,2020-12-07 05:22:00,5,False,18
552,FI,2019-06-08,user551@example.com,1030.14488,49.054518095238095,21,2020-12-02 19:28:00,10,False,11
553,SE,2020-01-22,user552@example.com,1121.75266,46.73969416666667,24,2020-12-05 02:09:00,8,False,20
554,FI,2021-04-14,user553@example.com,971.7102199999999,51.14264315789473,19,2020-11-20 22:00:00,22,False,11
555,SE,2023-02-09,user554@example.com,881.56246,28.43749870967742,31,2020-12-07 01:10:00,6,False,20
556,FI,2019-03-27,user555@example.com,1120.7629299999999,35.023841562499996,32,2020-12-02 00:51:00,11,False,24
557,FI,2021-03-31,user556@example.com,1482.49644,59.299857599999996,25,2020-11-30 03:32:00,13,False,13
558,NO,2019-04-28,user557@example.com,1193.02737,49.70947375,24,2020-11-14 15:06:00,28,False,21
559,FI,2022-01-12,user558@example.com,1476.11232,47.6165264516129,31,2020-12-01 06:28:00,11,False,19
560,NO,2019-02-19,user559@example.com,1374.33107,49.0832525,28,2020-11-22 22:46:00,20,False,21
561,FI,2023-01-14,user560@example.com,1013.66085,36.202173214285715,28,2020-12-11 05:45:00,1,False,18
562,DK,2020-03-25,user561@example.com,1437.82339,59.90930791666667,24,2020-12-08 13:48:00,4,False,19
563,DK,2021-09-12,user562@example.com,1186.39161,51.58224391304348,23,2020-12-11 09:24:00,1,False,19
564,DK,2023-07-02,user563@example.com,796.90159,46.876564117647064,17,2020-11-28 17:10:00,14,False,14
565,FI,2020-04-21,user564@example.com,552.8703300000001,30.715018333333337,18,2020-11-27 07:58:00,15,False,14
566,NO,2020-09-12,user565@example.com,1226.5848799999999,53.32977739130434,23,2020-12-03 22:40:00,9,False,17
567,NO,2023-07-24,user566@example.com,1268.90121,48.80389269230769,26,2020-12-05 15:23:00,7,False,22
568,FI,2019-07-15,user567@example.com,979.40994,36.27444222222222,27,2020-11-25 14:53:00,17,False,18
569,DK,2019-03-22,user568@example.com,1264.32693,48.627958846153845,26,2020-11-26 13:31:00,16,False,19
570,DK,2021-04-20,user569@example.com,1375.62434,52.90862846153846,26,2020-12-06 07:28:00,6,False,21
571,NO,2022-05-04,user570@example.com,1569.22761,56.04384321428571,28,2020-11-30 19:26:00,12,False,22
572,DK,2019-09-01,user571@example.com,1408.3395600000001,56.333582400000004,25,2020-11-28 16:00:00,14,False,22
573,SE,2022-01-25,user572@example.com,676.61047,42.288154375,16,2020-10-20 23:14:00,53,False,14
574,NO,2023-04-11,user573@example.com,723.07773,51.64840928571429,14,2020-12-03 14:59:00,9,False,10
575,DK,2023-03-18,user574@example.com,1377.2354599999999,44.426950322580645,31,2020-12-08 02:30:00,5,False,23
576,NO,2022-05-18,user575@example.com,459.75345000000004,25.541858333333337,18,2020-12-11 04:11:00,2,False,12
577,SE,2020-05-24,user576@example.com,960.88493,40.036872083333336,24,2020-12-03 09:56:00,9,False,18
578,NO,2022-04-28,user577@example.com,1056.2218500000001,37.72220892857143,28,2020-10-28 16:49:00,45,False,23
579,NO,2019-03-11,user578@example.com,928.37127,40.36396826086956,23,2020-11-22 11:58:00,20,False,15
580,NO,2022-05-15,user579@example.com,849.65395,44.71862894736842,19,2020-12-05 03:06:00,8,False,15
581,NO,2023-06-13,user580@example.com,1281.66345,38.838286363636364,33,2020-12-03 08:28:00,9,False,29
582,SE,2022-05-18,user581@example.com,497.76173,33.18411533333333,15,2020-12-12 03:54:00,1,False,11
583,FI,2021-10-19,user582@example.com,734.5399,31.936517391304346,23,2020-12-06 06:33:00,6,False,17
584,NO,2019-02-03,user583@example.com,871.42243,33.5162473076923,26,2020-12-10 20:00:00,2,False,19
585,NO,2021-07-13,user584@example.com,1322.31366,57.49189826086957,23,2020-11-30 14:29:00,12,False,17
586,DK,2019-12-10,user585@example.com,869.74386,45.77599263157895,19,2020-12-06 02:20:00,7,False,16
587,NO,2021-08-04,user586@example.com,1000.72416,40.0289664,25,2020-11-27 04:20:00,16,False,23
588,DK,2019-06-23,user587@example.com,1374.8904,57.2871,24,2020-11-01 09:10:00,41,False,22
589,FI,2023-08-03,user588@example.com,1172.02267,48.83427791666667,24,2020-12-10 13:12:00,2,False,13
590,SE,2021-11-10,user589@example.com,1946.43297,60.8260303125,32,2020-11-23 04:03:00,20,False,27
591,SE,2020-05-05,user590@example.com,1079.9941,41.53823461538461,26,2020-12-03 20:30:00,9,False,22
592,FI,2022-11-02,user591@example.com,1335.49236,47.696155714285716,28,2020-12-09 14:08:00,3,False,17
593,SE,2023-11-20,user592@example.com,994.58448,45.20838545454546,22,2020-12-09 17:33:00,3,False,16
594,FI,2020-04-07,user593@example.com,1554.1803400000001,57.56223481481482,27,2020-12-07 04:01:00,6,False,15
595,FI,2023-03-10,user594@example.com,1090.85842,45.45243416666667,24,2020-11-22 05:39:00,20,False,12
596,FI,2020-04-02,user595@example.com,1431.0459,46.162770967741935,31,2020-12-07 13:31:00,5,False,17
597,SE,2022-12-22,user596@example.com,1128.90171,45.1560684,25,2020-12-07 18:10:00,5,False,21
598,DK,2021-11-08,user597@example.com,1029.78689,39.60718807692308,26,2020-12-09 12:32:00,3,False,22
599,FI,2020-10-20,user598@example.com,1195.57134,59.778566999999995,20,2020-12-08 14:28:00,4,False,10
600,NO,2022-05-10,user599@example.com,886.20146,34.084671538461535,26,2020-11-26 07:23:00,16,False,16
601,SE,2021-07-11,user600@example.com,1139.03781,39.27716586206897,29,2020-12-07 02:43:00,6,False,24
602,FI,2020-07-05,user601@example.com,1784.97384,52.4992305882353,34,2020-12-06 13:54:00,6,False,21
603,FI,2020-09-25,user602@example.com,987.1654500000001,37.96790192307692,26,2020-11-09 18:58:00,33,False,20
604,NO,2023-12-04,user603@example.com,1330.05594,45.86399793103448,29,2020-11-25 11:50:00,17,False,22
605,DK,2023-01-15,user604@example.com,1198.22387,38.652382903225806,31,2020-11-28 05:13:00,15,False,21
606,DK,2021-01-07,user605@example.com,1776.69815,59.22327166666666,30,2020-12-04 01:46:00,9,False,25
607,DK,2019-03-25,user606@example.com,1034.3458,47.01571818181819,22,2020-12-01 12:55:00,11,False,17
608,FI,2020-04-25,user607@example.com,1237.91381,42.686683103448274,29,2020-12-07 21:24:00,5,False,18
609,FI,2021-05-19,user608@example.com,1098.81947,42.262287307692304,26,2020-12-12 07:22:00,0,False,18
610,FI,2022-09-02,user609@example.com,1441.4617,55.44083461538462,26,2020-12-11 05:12:00,2,False,14
611,SE,2019-12-11,user610@example.com,2017.04395,67.23479833333333,30,2020-11-25 15:22:00,17,False,26
612,NO,2021-05-16,user611@example.com,1530.2995799999999,51.009986,30,2020-12-11 23:00:00,1,False,26
613,FI,2023-05-16,user612@example.com,1428.47676,52.906546666666664,27,2020-12-11 21:50:00,1,False,15
614,NO,2023-08-27,user613@example.com,1414.71387,56.588554800000004,25,2020-12-07 05:41:00,5,False,19
615,NO,2019-09-02,user614@example.com,1801.11776,60.037258666666666,30,2020-11-18 16:23:00,24,False,24
616,DK,2022-02-11,user615@example.com,1627.09724,58.110615714285714,28,2020-12-11 16:32:00,1,False,26
617,SE,2023-10-14,user616@example.com,697.23086,27.8892344,25,2020-12-02 04:54:00,11,False,17
618,FI,2022-02-22,user617@example.com,1141.92014,45.676805599999994,25,2020-12-12 03:53:00,1,False,16
619,DK,2021-02-17,user618@example.com,524.06228,30.82719294117647,17,2020-11-01 22:21:00,41,False,15
620,DK,2020-08-04,user619@example.com,1307.66324,56.85492347826087,23,2020-12-06 06:22:00,6,False,17
621,FI,2023-03-02,user620@example.com,1533.96819,42.6102275,36,2020-11-29 09:52:00,13,False,19
622,NO,2021-12-16,user621@example.com,404.62261,22.47903388888889,18,2020-12-10 19:58:00,2,False,13
623,DK,2023-03-05,user622@example.com,1142.17782,57.10889100000001,20,2020-11-22 20:28:00,20,False,17
624,NO,2021-04-26,user623@example.com,1352.87672,50.10654518518518,27,2020-12-10 23:06:00,2,False,20
625,SE,2019-09-25,user624@example.com,943.81483,58.988426875,16,2020-10-18 00:46:00,56,False,14
626,NO,2020-11-14,user625@example.com,1188.45652,44.01690814814815,27,2020-12-11 18:55:00,1,False,19
627,SE,2023-05-18,user626@example.com,860.86445,33.11017115384615,26,2020-11-04 12:44:00,38,False,19
628,NO,2022-01-31,user627@example.com,1018.57123,42.44046791666667,24,2020-12-04 15:13:00,8,False,20
629,DK,2021-02-10,user628@example.com,1380.65633,60.02853608695652,23,2020-11-24 12:57:00,18,False,20
630,DK,2023-09-24,user629@example.com,1051.6688100000001,45.72473086956522,23,2020-12-04 11:02:00,8,False,15
631,SE,2023-10-01,user630@example.com,971.71756,53.98430888888889,18,2020-12-02 02:36:00,11,False,12
632,FI,2021-01-14,user631@example.com,1643.02344,56.65598068965517,29,2020-11-18 12:09:00,24,False,18
633,SE,2023-11-05,user632@example.com,574.1909899999999,38.27939933333333,15,2020-11-17 05:09:00,26,False,13
634,SE,2023-11-30,user633@example.com,1431.81836,53.03030962962963,27,2020-12-06 21:23:00,6,False,24
635,NO,2022-03-25,user634@example.com,1164.75019,58.2375095,20,2020-12-06 18:03:00,6,False,16
636,NO,2020-07-24,user635@example.com,482.20974,34.443552857142855,14,2020-09-18 22:12:00,85,False,11
637,SE,2019-05-29,user636@example.com,1035.05693,38.33544185185185,27,2020-12-07 06:44:00,5,False,23
638,DK,2021-04-09,user637@example.com,1077.12168,48.96007636363636,22,2020-10-12 22:53:00,61,False,18
639,NO,2022-09-30,user638@example.com,1294.49372,51.7797488,25,2020-11-22 22:38:00,20,False,23
640,FI,2021-07-06,user639@example.com,1264.50357,54.97841608695653,23,2020-12-09 06:33:00,3,False,10
641,NO,2021-08-21,user640@example.com,1128.20671,53.724129047619044,21,2020-12-06 19:51:00,6,False,18
642,NO,2022-01-05,user641@example.com,909.02862,32.46530785714286,28,2020-11-25 14:54:00,17,False,22
643,FI,2021-04-28,user642@example.com,780.16751,35.46215954545455,22,2020-10-26 14:45:00,47,False,16
644,SE,2020-11-12,user643@example.com,1197.3925,44.347870370370366,27,2020-11-26 16:41:00,16,False,21
645,FI,2020-05-05,user644@example.com,954.05641,59.628525625,16,2020-12-06 11:17:00,6,False,7
646,SE,2020-03-10,user645@example.com,773.36003,25.778667666666667,30,2020-10-10 17:55:00,63,False,21
647,SE,2023-10-05,user646@example.com,1136.95882,47.37328416666667,24,2020-12-12 17:33:00,0,False,18
648,SE,2023-11-13,user647@example.com,1031.3840500000001,39.668617307692315,26,2020-12-12 06:06:00,0,False,19
649,FI,2021-04-23,user648@example.com,658.52263,38.73662529411765,17,2020-11-26 00:32:00,17,False,12
650,SE,2021-07-06,user649@example.com,669.51921,35.23785315789474,19,2020-12-09 16:05:00,3,False,16
651,DK,2020-08-09,user650@example.com,1207.08313,46.42627423076923,26,2020-12-12 01:10:00,1,False,19
652,FI,2021-03-31,user651@example.com,751.34891,57.79607,13,2020-10-13 04:29:00,61,False,7
653,DK,2023-02-06,user652@example.com,1015.20306,48.34300285714286,21,2020-12-08 20:48:00,4,False,15
654,SE,2022-03-11,user653@example.com,1099.39733,45.808222083333334,24,2020-12-13 03:12:00,0,False,17
655,NO,2022-01-24,user654@example.com,1669.76504,42.81448820512821,39,2020-12-01 16:44:00,11,False,26
656,SE,2019-07-13,user655@example.com,1167.83758,55.61131333333333,21,2020-10-30 13:29:00,43,False,16
657,DK,2021-04-08,user656@example.com,1564.8246,57.956466666666664,27,2020-11-04 02:45:00,39,False,21
658,DK,2020-04-12,user657@example.com,1114.4011,42.86158076923077,26,2020-12-07 08:30:00,5,False,18
659,FI,2023-07-03,user658@example.com,1339.52284,46.19044275862069,29,2020-12-06 15:05:00,6,False,19
660,NO,2021-11-19,user659@example.com,1349.38491,61.335677727272724,22,2020-11-11 04:20:00,32,False,19
661,FI,2019-08-06,user660@example.com,799.11522,38.053105714285714,21,2020-12-12 01:13:00,1,False,15
662,DK,2023-07-13,user661@example.com,839.29782,36.49120956521739,23,2020-12-09 12:59:00,3,False,20
663,SE,2021-06-26,user662@example.com,744.9081,33.85945909090909,22,2020-12-03 11:20:00,9,False,17
664,NO,2019-02-26,user663@example.com,1339.24478,63.773560952380954,21,2020-11-17 20:19:00,25,False,18
665,SE,2023-04-12,user664@example.com,1360.14768,54.4059072,25,2020-12-11 18:22:00,1,False,22
666,SE,2023-07-21,user665@example.com,1404.82783,50.172422499999996,28,2020-12-02 04:35:00,11,False,24
667,NO,2023-03-07,user666@example.com,1184.17658,40.8336751724138,29,2020-12-13 01:31:00,0,False,23
668,FI,2023-10-27,user667@example.com,845.85822,38.448100909090904,22,2020-12-09 18:02:00,3,False,14
669,SE,2023-09-04,user668@example.com,542.39779,25.82846619047619,21,2020-12-10 03:06:00,3,False,15
670,DK,2019-01-15,user669@example.com,1318.85934,57.341710434782605,23,2020-10-27 07:46:00,46,False,19
671,SE,2020-02-21,user670@example.com,1033.92024,46.99637454545454,22,2020-12-08 17:40:00,4,False,17
672,NO,2023-09-12,user671@example.com,969.9136,44.08698181818182,22,2020-12-08 16:12:00,4,False,18
673,NO,2022-05-01,user672@example.com,1029.41285,57.18960277777777,18,2020-11-15 12:30:00,27,False,16
674,NO,2020-03-16,user673@example.com,1205.59338,75.34958625,16,2020-11-07 16:03:00,35,False,15
675,FI,2023-10-17,user674@example.com,1374.0529999999999,54.96212,25,2020-12-07 12:07:00,5,False,12
676,SE,2019-03-29,user675@example.com,1866.00005,51.833334722222226,36,2020-12-06 16:14:00,6,False,27
677,FI,2020-02-11,user676@example.com,1082.14847,40.07957296296296,27,2020-12-12 21:16:00,0,False,18
678,FI,2021-12-12,user677@example.com,1223.53729,48.9414916,25,2020-12-10 05:03:00,3,False,13
679,NO,2023-06-07,user678@example.com,1413.60261,50.4858075,28,2020-11-21 22:07:00,21,False,25
680,NO,2021-10-31,user679@example.com,431.44046000000003,22.707392631578948,19,2020-12-06 01:07:00,7,False,13
681,FI,2021-08-29,user680@example.com,1555.89834,45.76171588235294,34,2020-11-19 05:14:00,24,False,22
682,SE,2021-07-04,user681@example.com,1432.7173,49.404044827586205,29,2020-12-08 10:39:00,4,False,24
683,DK,2019-11-22,user682@example.com,532.542,25.35914285714286,21,2020-11-30 03:04:00,13,False,13
684,FI,2020-04-25,user683@example.com,1170.59575,48.774822916666665,24,2020-12-06 16:52:00,6,False,14
685,SE,2023-09-04,user684@example.com,1321.66705,45.574725862068966,29,2020-11-25 06:24:00,17,False,21
686,NO,2022-05-30,user685@example.com,1225.1133,51.0463875,24,2020-12-07 11:23:00,5,False,20
687,NO,2022-07-15,user686@example.com,779.8440800000001,27.85157428571429,28,2020-12-07 05:07:00,6,False,24
688,SE,2019-10-21,user687@example.com,1587.60152,54.744879999999995,29,2020-12-08 16:12:00,4,False,22
689,DK,2022-08-03,user688@example.com,964.28639,38.5714556,25,2020-12-12 20:58:00,0,False,20
690,NO,2019-08-12,user689@example.com,769.24401,32.05183375,24,2020-12-08 20:29:00,4,False,19
691,NO,2020-08-27,user690@example.com,754.14017,35.91143666666667,21,2020-12-08 15:46:00,4,False,16
692,NO,2021-12-19,user691@example.com,842.36463,44.33498052631579,19,2020-12-12 17:24:00,0,False,14
693,SE,2023-03-21,user692@example.com,1158.17821,50.355574347826085,23,2020-11-17 18:04:00,25,False,17
694,FI,2021-11-03,user693@example.com,1459.4489800000001,47.078999354838714,31,2020-12-08 21:39:00,4,False,19
695,NO,2021-09-01,user694@example.com,1260.20576,74.1297505882353,17,2020-12-09 15:45:00,3,False,15
696,FI,2019-06-01,user695@example.com,1360.65594,56.6939975,24,2020-12-12 21:36:00,0,False,13
697,DK,2019-08-27,user696@example.com,1157.4136899999999,68.0831582352941,17,2020-11-06 10:29:00,36,False,14
698,NO,2021-02-18,user697@example.com,1247.93028,73.40766352941176,17,2020-12-11 03:33:00,2,False,14
699,NO,2021-03-10,user698@example.com,1046.80337,49.84777952380953,21,2020-12-05 04:16:00,8,False,17
700,DK,2023-09-30,user699@example.com,1160.9569999999999,61.102999999999994,19,2020-10-25 02:24:00,49,False,14
701,NO,2022-02-17,user700@example.com,1174.41441,43.49683,27,2020-12-11 05:42:00,1,False,22
702,FI,2022-01-29,user701@example.com,783.885,46.110882352941175,17,2020-12-04 06:59:00,8,False,10
703,SE,2023-11-10,user702@example.com,1504.45958,44.24881117647059,34,2020-12-07 07:47:00,5,False,24
704,FI,2020-03-01,user703@example.com,971.5358200000001,44.16071909090909,22,2020-12-07 09:59:00,5,False,12
705,SE,2022-04-30,user704@example.com,1203.65988,54.71181272727272,22,2020-11-30 16:47:00,12,False,19
706,SE,2023-02-10,user705@example.com,1055.29483,45.88238391304348,23,2020-12-04 16:20:00,8,False,17
707,FI,2019-12-31,user706@example.com,595.04492,28.335472380952382,21,2020-12-10 22:55:00,2,False,16
708,FI,2020-05-14,user707@example.com,807.10601,42.47926368421052,19,2020-10-12 22:56:00,61,False,11
709,FI,2023-08-03,user708@example.com,971.58501,53.976945,18,2020-10-23 11:59:00,50,False,9
710,FI,2019-02-13,user709@example.com,1218.10455,42.00360517241379,29,2020-12-09 01:06:00,4,False,19
711,DK,2021-04-04,user710@example.com,1024.52629,48.78696619047619,21,2020-09-04 03:38:00,100,False,18
712,NO,2021-05-02,user711@example.com,642.8575000000001,35.71430555555556,18,2020-11-09 00:40:00,34,False,12
713,SE,2022-12-13,user712@example.com,1361.22906,52.354963846153844,26,2020-12-01 20:54:00,11,False,24
714,FI,2023-11-24,user713@example.com,667.95979,30.361808636363637,22,2020-12-04 17:18:00,8,False,18
715,FI,2019-09-26,user714@example.com,1517.43625,50.58120833333333,30,2020-12-04 16:38:00,8,False,16
716,FI,2023-09-05,user715@example.com,1268.2334,60.39206666666667,21,2020-12-12 20:22:00,0,False,11
717,DK,2023-08-20,user716@example.com,1053.51573,35.117191000000005,30,2020-11-15 08:49:00,27,False,19
718,FI,2020-12-02,user717@example.com,666.55174,27.772989166666665,24,2020-12-01 18:23:00,11,False,18
719,FI,2021-08-28,user718@example.com,1393.73983,58.07249291666667,24,2020-12-09 08:43:00,3,False,12
720,FI,2022-06-23,user719@example.com,1304.63813,40.7699415625,32,2020-12-08 14:44:00,4,False,20
721,NO,2022-01-19,user720@example.com,1333.29849,49.38142555555555,27,2020-11-24 11:52:00,18,False,25
722,DK,2022-04-04,user721@example.com,1069.06696,46.481172173913045,23,2020-12-09 03:54:00,4,False,19
723,FI,2022-09-08,user722@example.com,1286.49145,49.480440384615385,26,2020-12-05 20:55:00,7,False,14
724,SE,2022-03-15,user723@example.com,1482.74494,57.02865153846154,26,2020-12-01 05:03:00,12,False,22
725,SE,2020-05-11,user724@example.com,1631.83589,47.99517323529412,34,2020-12-09 20:36:00,3,False,26
726,SE,2019-04-10,user725@example.com,1079.89466,56.83656105263157,19,2020-12-08 21:31:00,4,False,18
727,DK,2023-08-09,user726@example.com,1676.3309,50.79790606060606,33,2020-12-09 23:44:00,3,False,25
728,DK,2023-02-25,user727@example.com,891.49117,59.432744666666665,15,2020-12-03 05:08:00,10,False,12
729,SE,2021-02-09,user728@example.com,626.91265,31.3456325,20,2020-11-20 17:15:00,22,False,16
730,FI,2022-07-02,user729@example.com,928.66681,58.041675625,16,2020-09-24 09:20:00,79,False,10
731,DK,2023-06-04,user730@example.com,1145.68033,49.81218826086956,23,2020-12-06 18:37:00,6,False,19
732,SE,2023-07-04,user731@example.com,1246.28777,46.15880629629629,27,2020-12-10 07:57:00,2,False,19
733,SE,2020-12-26,user732@example.com,1376.4336700000001,39.32667628571429,35,2020-09-25 23:56:00,78,False,27
734,FI,2023-07-23,user733@example.com,863.52424,34.5409696,25,2020-11-14 17:02:00,28,False,19
735,NO,2022-01-08,user734@example.com,1341.28572,49.67724888888889,27,2020-11-17 12:01:00,25,False,22
736,DK,2022-09-28,user735@example.com,943.79125,41.034402173913044,23,2020-11-26 03:51:00,17,False,19
737,FI,2019-08-04,user736@example.com,1084.05798,40.15029555555556,27,2020-12-10 20:48:00,2,False,18
738,SE,2019-02-04,user737@example.com,1228.02988,45.48258814814815,27,2020-12-04 22:41:00,8,False,22
739,SE,2021-05-19,user738@example.com,831.23119,43.74901,19,2020-11-13 19:36:00,29,False,14
740,FI,2020-11-22,user739@example.com,1313.09307,62.52824142857143,21,2020-12-12 05:50:00,0,False,10
741,DK,2022-06-19,user740@example.com,935.84194,42.538270000000004,22,2020-11-29 20:32:00,13,False,17
742,NO,2023-05-03,user741@example.com,1726.53837,53.9543240625,32,2020-12-12 17:02:00,0,False,27
743,NO,2019-06-04,user742@example.com,1473.1388200000001,70.14946761904763,21,2020-11-30 15:43:00,12,False,16
744,SE,2020-08-25,user743@example.com,1691.27859,58.31995137931034,29,2020-12-09 11:52:00,3,False,23
745,DK,2023-11-12,user744@example.com,1015.39239,39.05355346153846,26,2020-12-11 23:35:00,1,False,17
746,NO,2022-12-26,user745@example.com,1127.10309,45.084123600000005,25,2020-12-06 05:29:00,6,False,21
747,DK,2019-01-24,user746@example.com,1424.72255,52.76750185185185,27,2020-11-30 18:02:00,12,False,23
748,DK,2023-03-27,user747@example.com,825.40381,37.518355,22,2020-12-06 07:55:00,6,False,18
749,SE,2019-06-27,user748@example.com,734.96258,31.954894782608697,23,2020-12-03 21:01:00,9,False,16
750,NO,2019-04-21,user749@example.com,1025.21107,39.431195,26,2020-12-13 00:20:00,0,False,21
751,FI,2020-07-20,user750@example.com,1096.2883199999999,64.48754823529411,17,2020-11-30 19:06:00,12,False,9
752,SE,2023-06-11,user751@example.com,1082.42493,43.29699719999999,25,2020-12-12 03:39:00,1,False,20
753,NO,2020-08-01,user752@example.com,1214.77568,63.93556210526316,19,2020-12-06 00:38:00,7,False,14
754,NO,2023-08-27,user753@example.com,1651.63681,58.987028928571426,28,2020-11-20 03:43:00,23,False,22
755,NO,2023-04-09,user754@example.com,994.73763,49.736881499999996,20,2020-12-07 03:39:00,6,False,15
756,NO,2022-04-24,user755@example.com,1645.69977,49.86969,33,2020-12-10 00:38:00,3,False,26
757,NO,2020-05-21,user756@example.com,851.82548,47.323637777777776,18,2020-12-05 01:07:00,8,False,15
758,DK,2022-01-06,user757@example.com,1344.59881,58.46081782608695,23,2020-12-04 02:18:00,9,False,19
759,SE,2023-04-19,user758@example.com,496.97551,29.233853529411764,17,2020-12-03 23:47:00,9,False,11
